user_id,country,device,user_type,registration_date,age_group
U00502,DE,iOS,returning,2023-03-11,45-54
U00503,DE,Android,new,2023-06-10,45-54
U00504,CZ,Android,new,2023-10-22,45-54
U00505,DE,Android,returning,2023-07-06,55+
U00506,CZ,Android,returning,2023-04-03,45-54
U00507,DE,iOS,returning,2023-12-29,18-24
U00508,CZ,Android,new,2023-07-29,35-44
U00509,DE,Android,new,2023-12-04,45-54
U00510,PL,Android,returning,2023-11-03,45-54
U00511,DE,iOS,returning,2023-10-06,55+
U00512,PL,Android,returning,2023-11-01,35-44
U00513,PL,Android,returning,2023-03-27,45-54
U00514,RO,Android,new,2023-06-19,35-44
U00515,PL,Android,returning,2023-04-24,55+
U00516,PL,Android,returning,2023-04-24,55+
U00517,PL,Android,new,2023-12-20,18-24
U00518,PL,iOS,new,2023-06-01,25-34
U00519,DE,Android,new,2023-06-28,45-54
U00520,PL,Android,returning,2023-06-28,35-44
U00521,DE,iOS,new,2023-02-04,35-44
U00522,DE,iOS,returning,2023-11-28,25-34
U00523,DE,Android,returning,2023-09-22,45-54
U00524,CZ,iOS,new,2023-04-29,45-54
U00525,DE,iOS,new,2023-07-22,55+
U00526,DE,iOS,new,2023-08-08,18-24
U00527,DE,iOS,new,2023-10-23,35-44
U00528,PL,Android,returning,2023-04-11,55+
U00529,DE,Android,new,2023-11-24,18-24
U00530,DE,Android,new,2023-06-28,35-44
U00531,PL,iOS,new,2023-11-11,25-34
U00532,DE,Android,new,2023-06-06,45-54
U00533,PL,Android,new,2023-08-03,45-54
U00534,PL,iOS,returning,2023-11-22,25-34
U00535,DE,Android,new,2023-10-12,45-54
U00536,DE,Android,new,2023-11-14,25-34
U00537,SK,iOS,returning,2023-04-10,45-54
U00538,CZ,Android,returning,2023-07-29,45-54
U00539,DE,Android,returning,2023-03-27,35-44
U00540,DE,Android,new,2023-01-17,45-54
U00541,CZ,iOS,returning,2023-10-17,18-24
U00542,DE,iOS,returning,2023-10-21,35-44
U00543,SK,Android,returning,2023-10-05,55+
U00544,RO,Android,returning,2023-04-22,25-34
U00545,SK,Android,new,2023-06-02,18-24
U00546,SK,Android,returning,2023-08-13,25-34
U00547,CZ,iOS,returning,2023-10-29,45-54
U00548,PL,iOS,returning,2023-03-26,18-24
U00549,DE,Android,returning,2023-10-19,35-44
U00550,DE,Android,returning,2023-12-27,55+
U00551,SK,Android,returning,2023-12-14,45-54
U00552,RO,iOS,new,2023-01-31,25-34
U00553,DE,Android,new,2023-05-08,45-54
U00554,DE,iOS,returning,2023-09-08,45-54
U00555,DE,iOS,returning,2023-08-20,45-54
U00556,CZ,iOS,returning,2023-09-21,45-54
U00557,DE,Android,returning,2023-09-07,18-24
U00558,PL,iOS,returning,2023-08-23,55+
U00559,DE,Android,new,2023-07-23,35-44
U00560,SK,Android,returning,2023-06-15,55+
U00561,CZ,iOS,returning,2023-09-06,18-24
U00562,PL,iOS,new,2023-02-20,25-34
U00563,PL,iOS,new,2023-08-14,25-34
U00564,DE,iOS,returning,2023-11-29,18-24
U00565,DE,Android,returning,2023-12-02,25-34
U00566,DE,Android,returning,2023-01-27,25-34
U00567,CZ,iOS,new,2023-08-08,45-54
U00568,DE,Android,returning,2023-02-09,18-24
U00569,CZ,iOS,returning,2023-01-05,45-54
U00570,DE,Android,new,2023-12-22,18-24
U00571,DE,iOS,new,2023-02-22,25-34
U00572,RO,Android,returning,2023-11-25,18-24
U00573,CZ,Android,returning,2023-11-09,25-34
U00574,PL,Android,new,2023-07-30,18-24
U00575,CZ,Android,new,2023-03-13,45-54
U00576,CZ,Android,returning,2023-06-11,25-34
U00577,PL,iOS,new,2023-10-11,18-24
U00578,SK,Android,returning,2023-12-04,25-34
U00579,DE,Android,returning,2023-07-20,25-34
U00580,DE,Android,returning,2023-09-11,18-24
U00581,SK,Android,new,2023-09-28,35-44
U00582,DE,iOS,new,2023-03-09,55+
U00583,DE,Android,returning,2023-12-16,18-24
