event_id,session_id,user_id,stage,event_date,device,country,ab_group,time_on_stage_sec
E0000128,S000048,U00012,app_open,2023-07-08,Android,SK,control,189
E0000129,S000049,U00012,app_open,2023-08-11,Android,SK,variant,242
E0000130,S000049,U00012,product_view,2023-08-11,Android,SK,variant,19
E0000131,S000049,U00012,add_to_cart,2023-08-11,Android,SK,variant,281
E0000132,S000049,U00012,checkout_start,2023-08-11,Android,SK,variant,42
E0000133,S000049,U00012,payment_info,2023-08-11,Android,SK,variant,158
E0000134,S000049,U00012,order_placed,2023-08-11,Android,SK,variant,152
E0000135,S000050,U00012,app_open,2023-07-13,Android,SK,control,44
E0000136,S000050,U00012,product_view,2023-07-13,Android,SK,control,69
E0000137,S000051,U00012,app_open,2023-08-05,Android,SK,variant,53
E0000138,S000052,U00012,app_open,2023-07-04,Android,SK,control,289
E0000139,S000052,U00012,product_view,2023-07-04,Android,SK,control,237
E0000140,S000052,U00012,add_to_cart,2023-07-04,Android,SK,control,70
E0000141,S000052,U00012,checkout_start,2023-07-04,Android,SK,control,94
E0000142,S000052,U00012,payment_info,2023-07-04,Android,SK,control,266
E0000143,S000052,U00012,order_placed,2023-07-04,Android,SK,control,119
E0000144,S000053,U00013,app_open,2023-07-20,iOS,RO,control,181
E0000145,S000053,U00013,product_view,2023-07-20,iOS,RO,control,291
E0000146,S000054,U00013,app_open,2023-06-04,iOS,RO,variant,121
E0000147,S000054,U00013,product_view,2023-06-04,iOS,RO,variant,64
E0000148,S000055,U00014,app_open,2023-06-29,Android,CZ,variant,232
E0000149,S000055,U00014,product_view,2023-06-29,Android,CZ,variant,127
E0000150,S000056,U00014,app_open,2023-07-22,Android,CZ,variant,12
E0000151,S000056,U00014,product_view,2023-07-22,Android,CZ,variant,174
E0000152,S000056,U00014,add_to_cart,2023-07-22,Android,CZ,variant,181
E0000153,S000057,U00015,app_open,2023-08-15,iOS,CZ,variant,15
E0000154,S000057,U00015,product_view,2023-08-15,iOS,CZ,variant,147
E0000155,S000057,U00015,add_to_cart,2023-08-15,iOS,CZ,variant,5
E0000156,S000058,U00015,app_open,2023-08-17,iOS,CZ,variant,295
E0000157,S000058,U00015,product_view,2023-08-17,iOS,CZ,variant,157
E0000158,S000058,U00015,add_to_cart,2023-08-17,iOS,CZ,variant,83
E0000159,S000058,U00015,checkout_start,2023-08-17,iOS,CZ,variant,283
E0000160,S000058,U00015,payment_info,2023-08-17,iOS,CZ,variant,198
E0000161,S000058,U00015,order_placed,2023-08-17,iOS,CZ,variant,29
E0000162,S000059,U00015,app_open,2023-07-20,iOS,CZ,control,240
E0000163,S000059,U00015,product_view,2023-07-20,iOS,CZ,control,236
E0000164,S000060,U00015,app_open,2023-07-18,iOS,CZ,control,27
E0000165,S000060,U00015,product_view,2023-07-18,iOS,CZ,control,167
E0000166,S000060,U00015,add_to_cart,2023-07-18,iOS,CZ,control,217
E0000167,S000060,U00015,checkout_start,2023-07-18,iOS,CZ,control,119
E0000168,S000060,U00015,payment_info,2023-07-18,iOS,CZ,control,291
E0000169,S000060,U00015,order_placed,2023-07-18,iOS,CZ,control,287
E0000170,S000061,U00016,app_open,2023-06-18,Android,SK,control,15
E0000171,S000061,U00016,product_view,2023-06-18,Android,SK,control,104
E0000172,S000061,U00016,add_to_cart,2023-06-18,Android,SK,control,209
E0000173,S000062,U00016,app_open,2023-06-21,Android,SK,variant,208
E0000174,S000062,U00016,product_view,2023-06-21,Android,SK,variant,159
E0000175,S000062,U00016,add_to_cart,2023-06-21,Android,SK,variant,260
E0000176,S000063,U00017,app_open,2023-07-12,Android,DE,variant,9
E0000177,S000063,U00017,product_view,2023-07-12,Android,DE,variant,99
E0000178,S000063,U00017,add_to_cart,2023-07-12,Android,DE,variant,77
E0000179,S000064,U00017,app_open,2023-06-23,Android,DE,control,267
E0000180,S000064,U00017,product_view,2023-06-23,Android,DE,control,21
E0000181,S000064,U00017,add_to_cart,2023-06-23,Android,DE,control,237
E0000182,S000065,U00017,app_open,2023-07-10,Android,DE,control,174
E0000183,S000065,U00017,product_view,2023-07-10,Android,DE,control,208
E0000184,S000065,U00017,add_to_cart,2023-07-10,Android,DE,control,172
E0000185,S000065,U00017,checkout_start,2023-07-10,Android,DE,control,166
E0000186,S000065,U00017,payment_info,2023-07-10,Android,DE,control,19
E0000187,S000065,U00017,order_placed,2023-07-10,Android,DE,control,260
E0000188,S000066,U00018,app_open,2023-06-02,Android,DE,control,89
E0000189,S000066,U00018,product_view,2023-06-02,Android,DE,control,36
E0000190,S000066,U00018,add_to_cart,2023-06-02,Android,DE,control,114
E0000191,S000066,U00018,checkout_start,2023-06-02,Android,DE,control,78
E0000192,S000066,U00018,payment_info,2023-06-02,Android,DE,control,178
E0000193,S000066,U00018,order_placed,2023-06-02,Android,DE,control,154
E0000194,S000067,U00018,app_open,2023-07-16,Android,DE,control,118
E0000195,S000068,U00018,app_open,2023-07-12,Android,DE,variant,76
E0000196,S000068,U00018,product_view,2023-07-12,Android,DE,variant,120
E0000197,S000068,U00018,add_to_cart,2023-07-12,Android,DE,variant,15
E0000198,S000069,U00018,app_open,2023-06-18,Android,DE,variant,205
E0000199,S000069,U00018,product_view,2023-06-18,Android,DE,variant,51
E0000200,S000069,U00018,add_to_cart,2023-06-18,Android,DE,variant,55
E0000201,S000069,U00018,checkout_start,2023-06-18,Android,DE,variant,85
E0000202,S000069,U00018,payment_info,2023-06-18,Android,DE,variant,72
E0000203,S000069,U00018,order_placed,2023-06-18,Android,DE,variant,49
E0000204,S000070,U00018,app_open,2023-07-23,Android,DE,control,95
E0000205,S000071,U00019,app_open,2023-08-27,Android,PL,control,95
E0000206,S000072,U00019,app_open,2023-07-19,Android,PL,variant,248
E0000207,S000073,U00019,app_open,2023-06-01,Android,PL,control,69
E0000208,S000074,U00019,app_open,2023-06-05,Android,PL,variant,67
E0000209,S000075,U00020,app_open,2023-08-04,iOS,PL,control,277
E0000210,S000076,U00020,app_open,2023-07-16,iOS,PL,control,82
E0000211,S000076,U00020,product_view,2023-07-16,iOS,PL,control,53
E0000212,S000077,U00020,app_open,2023-06-07,iOS,PL,control,127
E0000213,S000077,U00020,product_view,2023-06-07,iOS,PL,control,113
E0000214,S000077,U00020,add_to_cart,2023-06-07,iOS,PL,control,120
E0000215,S000077,U00020,checkout_start,2023-06-07,iOS,PL,control,254
E0000216,S000077,U00020,payment_info,2023-06-07,iOS,PL,control,36
E0000217,S000077,U00020,order_placed,2023-06-07,iOS,PL,control,16
E0000218,S000078,U00021,app_open,2023-08-14,iOS,DE,variant,225
E0000219,S000078,U00021,product_view,2023-08-14,iOS,DE,variant,79
E0000220,S000078,U00021,add_to_cart,2023-08-14,iOS,DE,variant,179
E0000221,S000078,U00021,checkout_start,2023-08-14,iOS,DE,variant,148
E0000222,S000078,U00021,payment_info,2023-08-14,iOS,DE,variant,37
E0000223,S000078,U00021,order_placed,2023-08-14,iOS,DE,variant,193
E0000224,S000079,U00021,app_open,2023-07-16,iOS,DE,variant,163
E0000225,S000079,U00021,product_view,2023-07-16,iOS,DE,variant,235
E0000226,S000079,U00021,add_to_cart,2023-07-16,iOS,DE,variant,78
E0000227,S000079,U00021,checkout_start,2023-07-16,iOS,DE,variant,151
E0000228,S000079,U00021,payment_info,2023-07-16,iOS,DE,variant,181
E0000229,S000079,U00021,order_placed,2023-07-16,iOS,DE,variant,116
E0000230,S000080,U00021,app_open,2023-06-18,iOS,DE,variant,47
E0000231,S000081,U00022,app_open,2023-07-30,Android,PL,variant,278
E0000232,S000082,U00022,app_open,2023-07-07,Android,PL,control,153
E0000233,S000082,U00022,product_view,2023-07-07,Android,PL,control,152
E0000234,S000083,U00022,app_open,2023-07-27,Android,PL,control,65
E0000235,S000083,U00022,product_view,2023-07-27,Android,PL,control,185
E0000236,S000083,U00022,add_to_cart,2023-07-27,Android,PL,control,58
E0000237,S000084,U00022,app_open,2023-08-25,Android,PL,control,260
E0000238,S000084,U00022,product_view,2023-08-25,Android,PL,control,220
E0000239,S000085,U00022,app_open,2023-07-14,Android,PL,control,95
E0000240,S000085,U00022,product_view,2023-07-14,Android,PL,control,219
E0000241,S000085,U00022,add_to_cart,2023-07-14,Android,PL,control,18
E0000242,S000086,U00023,app_open,2023-08-10,Android,CZ,control,169
E0000243,S000086,U00023,product_view,2023-08-10,Android,CZ,control,33
E0000244,S000086,U00023,add_to_cart,2023-08-10,Android,CZ,control,42
E0000245,S000087,U00023,app_open,2023-08-19,Android,CZ,control,72
E0000246,S000087,U00023,product_view,2023-08-19,Android,CZ,control,63
E0000247,S000087,U00023,add_to_cart,2023-08-19,Android,CZ,control,285
E0000248,S000088,U00023,app_open,2023-07-27,Android,CZ,control,249
E0000249,S000088,U00023,product_view,2023-07-27,Android,CZ,control,109
E0000250,S000088,U00023,add_to_cart,2023-07-27,Android,CZ,control,74
E0000251,S000088,U00023,checkout_start,2023-07-27,Android,CZ,control,253
E0000252,S000088,U00023,payment_info,2023-07-27,Android,CZ,control,187
E0000253,S000088,U00023,order_placed,2023-07-27,Android,CZ,control,41
E0000254,S000089,U00024,app_open,2023-07-19,Android,DE,variant,269
E0000255,S000089,U00024,product_view,2023-07-19,Android,DE,variant,267
E0000256,S000089,U00024,add_to_cart,2023-07-19,Android,DE,variant,117
E0000257,S000090,U00024,app_open,2023-06-11,Android,DE,control,82
E0000258,S000090,U00024,product_view,2023-06-11,Android,DE,control,103
E0000259,S000090,U00024,add_to_cart,2023-06-11,Android,DE,control,19
E0000260,S000091,U00024,app_open,2023-07-02,Android,DE,control,177
E0000261,S000092,U00025,app_open,2023-08-12,iOS,RO,variant,294
E0000262,S000093,U00025,app_open,2023-06-20,iOS,RO,variant,42
E0000263,S000093,U00025,product_view,2023-06-20,iOS,RO,variant,137
E0000264,S000093,U00025,add_to_cart,2023-06-20,iOS,RO,variant,262
E0000265,S000094,U00025,app_open,2023-07-19,iOS,RO,variant,69
E0000266,S000095,U00026,app_open,2023-06-14,iOS,DE,control,288
E0000267,S000095,U00026,product_view,2023-06-14,iOS,DE,control,259
E0000268,S000095,U00026,add_to_cart,2023-06-14,iOS,DE,control,296
E0000269,S000095,U00026,checkout_start,2023-06-14,iOS,DE,control,179
E0000270,S000096,U00026,app_open,2023-08-07,iOS,DE,control,53
E0000271,S000096,U00026,product_view,2023-08-07,iOS,DE,control,145
E0000272,S000097,U00026,app_open,2023-06-04,iOS,DE,variant,185
E0000273,S000097,U00026,product_view,2023-06-04,iOS,DE,variant,224
E0000274,S000097,U00026,add_to_cart,2023-06-04,iOS,DE,variant,99
E0000275,S000097,U00026,checkout_start,2023-06-04,iOS,DE,variant,117
E0000276,S000097,U00026,payment_info,2023-06-04,iOS,DE,variant,193
E0000277,S000097,U00026,order_placed,2023-06-04,iOS,DE,variant,78
E0000278,S000098,U00026,app_open,2023-08-02,iOS,DE,control,148
E0000279,S000098,U00026,product_view,2023-08-02,iOS,DE,control,181
E0000280,S000098,U00026,add_to_cart,2023-08-02,iOS,DE,control,132
E0000281,S000098,U00026,checkout_start,2023-08-02,iOS,DE,control,192
E0000282,S000098,U00026,payment_info,2023-08-02,iOS,DE,control,165
E0000283,S000099,U00027,app_open,2023-08-18,Android,CZ,control,215
E0000284,S000099,U00027,product_view,2023-08-18,Android,CZ,control,230
E0000285,S000099,U00027,add_to_cart,2023-08-18,Android,CZ,control,223
E0000286,S000099,U00027,checkout_start,2023-08-18,Android,CZ,control,147
E0000287,S000100,U00027,app_open,2023-08-13,Android,CZ,control,193
E0000288,S000101,U00027,app_open,2023-06-03,Android,CZ,control,75
E0000289,S000101,U00027,product_view,2023-06-03,Android,CZ,control,216
E0000290,S000101,U00027,add_to_cart,2023-06-03,Android,CZ,control,295
E0000291,S000101,U00027,checkout_start,2023-06-03,Android,CZ,control,201
E0000292,S000101,U00027,payment_info,2023-06-03,Android,CZ,control,175
E0000293,S000102,U00027,app_open,2023-06-19,Android,CZ,variant,32
E0000294,S000103,U00027,app_open,2023-06-17,Android,CZ,variant,218
E0000295,S000103,U00027,product_view,2023-06-17,Android,CZ,variant,96
E0000296,S000104,U00028,app_open,2023-07-11,Android,PL,variant,230
E0000297,S000104,U00028,product_view,2023-07-11,Android,PL,variant,115
E0000298,S000104,U00028,add_to_cart,2023-07-11,Android,PL,variant,142
E0000299,S000105,U00028,app_open,2023-06-10,Android,PL,control,61
E0000300,S000105,U00028,product_view,2023-06-10,Android,PL,control,195
E0000301,S000106,U00028,app_open,2023-06-24,Android,PL,control,105
E0000302,S000106,U00028,product_view,2023-06-24,Android,PL,control,257
E0000303,S000106,U00028,add_to_cart,2023-06-24,Android,PL,control,8
E0000304,S000106,U00028,checkout_start,2023-06-24,Android,PL,control,181
E0000305,S000107,U00029,app_open,2023-06-18,Android,DE,control,271
E0000306,S000107,U00029,product_view,2023-06-18,Android,DE,control,31
E0000307,S000107,U00029,add_to_cart,2023-06-18,Android,DE,control,109
E0000308,S000107,U00029,checkout_start,2023-06-18,Android,DE,control,276
E0000309,S000107,U00029,payment_info,2023-06-18,Android,DE,control,154
E0000310,S000107,U00029,order_placed,2023-06-18,Android,DE,control,78
E0000311,S000108,U00029,app_open,2023-07-02,Android,DE,control,84
E0000312,S000108,U00029,product_view,2023-07-02,Android,DE,control,295
E0000313,S000109,U00029,app_open,2023-07-05,Android,DE,control,207
E0000314,S000109,U00029,product_view,2023-07-05,Android,DE,control,232
E0000315,S000109,U00029,add_to_cart,2023-07-05,Android,DE,control,105
E0000316,S000109,U00029,checkout_start,2023-07-05,Android,DE,control,117
E0000317,S000109,U00029,payment_info,2023-07-05,Android,DE,control,271
E0000318,S000109,U00029,order_placed,2023-07-05,Android,DE,control,7
E0000319,S000110,U00029,app_open,2023-06-15,Android,DE,control,75
E0000320,S000111,U00029,app_open,2023-06-20,Android,DE,control,30
E0000321,S000112,U00030,app_open,2023-08-04,iOS,CZ,variant,69
E0000322,S000112,U00030,product_view,2023-08-04,iOS,CZ,variant,134
E0000323,S000113,U00030,app_open,2023-08-09,iOS,CZ,control,113
E0000324,S000113,U00030,product_view,2023-08-09,iOS,CZ,control,236
E0000325,S000114,U00030,app_open,2023-07-19,iOS,CZ,control,265
E0000326,S000114,U00030,product_view,2023-07-19,iOS,CZ,control,281
E0000327,S000115,U00030,app_open,2023-08-03,iOS,CZ,variant,48
E0000328,S000115,U00030,product_view,2023-08-03,iOS,CZ,variant,200
E0000329,S000115,U00030,add_to_cart,2023-08-03,iOS,CZ,variant,176
E0000330,S000116,U00031,app_open,2023-08-17,Android,DE,variant,227
E0000331,S000117,U00031,app_open,2023-08-16,Android,DE,control,292
E0000332,S000118,U00031,app_open,2023-07-24,Android,DE,control,31
E0000333,S000118,U00031,product_view,2023-07-24,Android,DE,control,101
E0000334,S000118,U00031,add_to_cart,2023-07-24,Android,DE,control,194
E0000335,S000119,U00031,app_open,2023-06-12,Android,DE,variant,115
E0000336,S000119,U00031,product_view,2023-06-12,Android,DE,variant,5
E0000337,S000119,U00031,add_to_cart,2023-06-12,Android,DE,variant,174
E0000338,S000119,U00031,checkout_start,2023-06-12,Android,DE,variant,61
E0000339,S000119,U00031,payment_info,2023-06-12,Android,DE,variant,276
E0000340,S000119,U00031,order_placed,2023-06-12,Android,DE,variant,35
E0000341,S000120,U00032,app_open,2023-06-28,Android,SK,variant,265
E0000342,S000120,U00032,product_view,2023-06-28,Android,SK,variant,23
E0000343,S000120,U00032,add_to_cart,2023-06-28,Android,SK,variant,39
E0000344,S000120,U00032,checkout_start,2023-06-28,Android,SK,variant,36
E0000345,S000120,U00032,payment_info,2023-06-28,Android,SK,variant,37
E0000346,S000120,U00032,order_placed,2023-06-28,Android,SK,variant,202
E0000347,S000121,U00032,app_open,2023-08-05,Android,SK,control,114
E0000348,S000122,U00033,app_open,2023-08-06,Android,DE,variant,57
E0000349,S000122,U00033,product_view,2023-08-06,Android,DE,variant,116
E0000350,S000122,U00033,add_to_cart,2023-08-06,Android,DE,variant,239
E0000351,S000122,U00033,checkout_start,2023-08-06,Android,DE,variant,263
E0000352,S000122,U00033,payment_info,2023-08-06,Android,DE,variant,26
E0000353,S000122,U00033,order_placed,2023-08-06,Android,DE,variant,11
E0000354,S000123,U00033,app_open,2023-06-14,Android,DE,variant,269
E0000355,S000124,U00033,app_open,2023-07-19,Android,DE,control,61
E0000356,S000124,U00033,product_view,2023-07-19,Android,DE,control,235
E0000357,S000124,U00033,add_to_cart,2023-07-19,Android,DE,control,23
E0000358,S000124,U00033,checkout_start,2023-07-19,Android,DE,control,24
E0000359,S000124,U00033,payment_info,2023-07-19,Android,DE,control,241
E0000360,S000124,U00033,order_placed,2023-07-19,Android,DE,control,57
E0000361,S000125,U00034,app_open,2023-08-17,Android,SK,variant,291
E0000362,S000125,U00034,product_view,2023-08-17,Android,SK,variant,109
E0000363,S000125,U00034,add_to_cart,2023-08-17,Android,SK,variant,57
E0000364,S000125,U00034,checkout_start,2023-08-17,Android,SK,variant,59
E0000365,S000125,U00034,payment_info,2023-08-17,Android,SK,variant,204
E0000366,S000125,U00034,order_placed,2023-08-17,Android,SK,variant,269
E0000367,S000126,U00034,app_open,2023-07-25,Android,SK,control,296
E0000368,S000126,U00034,product_view,2023-07-25,Android,SK,control,202
E0000369,S000126,U00034,add_to_cart,2023-07-25,Android,SK,control,271
E0000370,S000126,U00034,checkout_start,2023-07-25,Android,SK,control,106
E0000371,S000126,U00034,payment_info,2023-07-25,Android,SK,control,38
E0000372,S000126,U00034,order_placed,2023-07-25,Android,SK,control,26
E0000373,S000127,U00034,app_open,2023-07-12,Android,SK,variant,175
E0000374,S000128,U00034,app_open,2023-08-08,Android,SK,control,102
E0000375,S000128,U00034,product_view,2023-08-08,Android,SK,control,281
E0000376,S000128,U00034,add_to_cart,2023-08-08,Android,SK,control,183
E0000377,S000128,U00034,checkout_start,2023-08-08,Android,SK,control,230
E0000378,S000129,U00034,app_open,2023-08-09,Android,SK,control,191
E0000379,S000130,U00035,app_open,2023-08-14,Android,DE,variant,265
E0000380,S000130,U00035,product_view,2023-08-14,Android,DE,variant,86
E0000381,S000130,U00035,add_to_cart,2023-08-14,Android,DE,variant,77
E0000382,S000130,U00035,checkout_start,2023-08-14,Android,DE,variant,251
E0000383,S000130,U00035,payment_info,2023-08-14,Android,DE,variant,27
E0000384,S000130,U00035,order_placed,2023-08-14,Android,DE,variant,174
E0000385,S000131,U00035,app_open,2023-08-09,Android,DE,variant,222
E0000386,S000131,U00035,product_view,2023-08-09,Android,DE,variant,253
E0000387,S000131,U00035,add_to_cart,2023-08-09,Android,DE,variant,111
E0000388,S000131,U00035,checkout_start,2023-08-09,Android,DE,variant,108
